Date,2024-11-16 17:05:19
Measurement Type,RT
sensorName,['NONE', 'A', 'B', 'C', 'D', 'D1', 'D2', 'D3', 'D4'],sensorCount,9,heaterCount,4,tInt,2,tPoints,100,aver,1,RESaver,1,RESNPLC,5,RESrange,auto,chanVar,1,resType,PY_VAR8,RTD,True,
Time,A,B,C,D,D1,D2,D3,D4,Resistance
6004.0,197.604,199.224,193.611,2.3278,42.3615,0.0,0.0,0.0,33.14365
6006.0,197.581,199.2,193.587,2.3251,42.3609,0.0,0.0,0.0,33.29975
6008.0,197.557,199.177,193.567,2.32,42.3606,0.0,0.0,0.0,33.21857
6010.0,197.538,199.154,193.542,2.3177,42.36,0.0,0.0,0.0,33.14759
6012.0,197.515,199.13,193.52,2.3283,42.3592,0.0,0.0,0.0,33.19466
6014.0,197.494,199.106,193.498,2.3277,42.3581,0.0,0.0,0.0,32.74889
6016.0,197.479,199.084,193.477,2.3213,42.3573,0.0,0.0,0.0,32.9031
6018.0,197.456,199.061,193.454,2.3163,42.3566,0.0,0.0,0.0,33.11613
6020.0,197.433,199.038,193.428,2.3268,42.3553,0.0,0.0,0.0,32.95624
6022.0,197.408,199.014,193.405,2.327,42.3539,0.0,0.0,0.0,33.12342
6024.0,197.384,198.99,193.385,2.3253,42.3518,0.0,0.0,0.0,33.15502
6026.0,197.363,198.967,193.36,2.3158,42.3524,0.0,0.0,0.0,33.15108
6028.0,197.338,198.945,193.338,2.3245,42.3516,0.0,0.0,0.0,33.19821
6030.0,197.318,198.921,193.316,2.3267,42.3512,0.0,0.0,0.0,33.24066
6032.0,197.293,198.899,193.295,2.3266,42.3504,0.0,0.0,0.0,33.28337
6034.0,197.272,198.874,193.271,2.3219,42.35,0.0,0.0,0.0,33.31062
6036.0,197.251,198.85,193.249,2.3162,42.3489,0.0,0.0,0.0,33.30785
6038.0,197.228,198.827,193.225,2.3247,42.348,0.0,0.0,0.0,33.31362
6040.0,197.202,198.803,193.202,2.3288,42.3468,0.0,0.0,0.0,33.30027
6042.0,197.181,198.781,193.179,2.325,42.3465,0.0,0.0,0.0,33.31188
6044.0,197.137,198.756,193.152,2.3174,42.3456,0.0,0.0,0.0,33.31702
6046.0,197.113,198.733,193.128,2.3223,42.3447,0.0,0.0,0.0,33.31704
6048.0,197.088,198.708,193.106,2.3255,42.3441,0.0,0.0,0.0,33.27538
6050.0,197.063,198.686,193.083,2.3247,42.3441,0.0,0.0,0.0,33.32332
6052.0,197.039,198.662,193.06,2.3196,42.3436,0.0,0.0,0.0,33.31474
6054.0,197.023,198.639,193.038,2.3156,42.3425,0.0,0.0,0.0,33.32113
6056.0,197.0,198.615,193.016,2.3211,42.3414,0.0,0.0,0.0,33.32166
6058.0,196.976,198.592,192.992,2.3206,42.3402,0.0,0.0,0.0,33.31789
6060.0,196.96,198.57,192.972,2.3172,42.3392,0.0,0.0,0.0,33.31111
6062.0,196.939,198.546,192.949,2.3107,42.3383,0.0,0.0,0.0,33.09501
6064.0,196.92,198.523,192.927,2.3105,42.3374,0.0,0.0,0.0,33.11432
6066.0,196.894,198.499,192.904,2.3196,42.3358,0.0,0.0,0.0,33.06227
6068.0,196.873,198.475,192.881,2.3173,42.3345,0.0,0.0,0.0,33.0056
6070.0,196.851,198.453,192.86,2.3108,42.333,0.0,0.0,0.0,32.747
6072.0,196.828,198.428,192.837,2.3103,42.3325,0.0,0.0,0.0,32.96778
6074.0,196.8,198.405,192.813,2.3207,42.3312,0.0,0.0,0.0,33.06823
6076.0,196.777,198.382,192.791,2.3211,42.3305,0.0,0.0,0.0,32.94755
6078.0,196.755,198.358,192.767,2.3117,42.3301,0.0,0.0,0.0,32.65097
6080.0,196.731,198.335,192.746,2.3104,42.3289,0.0,0.0,0.0,32.51928
6082.0,196.71,198.312,192.723,2.3227,42.328,0.0,0.0,0.0,32.25005
6084.0,196.683,198.288,192.7,2.3222,42.3274,0.0,0.0,0.0,32.46931
6086.0,196.66,198.266,192.677,2.32,42.3262,0.0,0.0,0.0,32.22094
6088.0,196.621,198.241,192.651,2.3164,42.3255,0.0,0.0,0.0,32.36381
6090.0,196.596,198.218,192.627,2.3129,42.3245,0.0,0.0,0.0,32.55463
6092.0,196.569,198.193,192.605,2.3261,42.3238,0.0,0.0,0.0,32.74924
6094.0,196.546,198.168,192.581,2.3242,42.3229,0.0,0.0,0.0,31.72589
6096.0,196.52,198.146,192.559,2.319,42.3233,0.0,0.0,0.0,32.14001
6098.0,196.502,198.123,192.537,2.3153,42.3232,0.0,0.0,0.0,32.10257
6100.0,196.48,198.099,192.514,2.3272,42.3221,0.0,0.0,0.0,32.18761
6102.0,196.458,198.077,192.492,2.3287,42.3215,0.0,0.0,0.0,32.32517
6104.0,196.44,198.052,192.467,2.3212,42.3203,0.0,0.0,0.0,32.30716
6106.0,196.425,198.03,192.445,2.3143,42.32,0.0,0.0,0.0,32.40134
6108.0,196.401,198.007,192.421,2.3246,42.3194,0.0,0.0,0.0,33.05167
6110.0,196.377,197.982,192.399,2.3255,42.3189,0.0,0.0,0.0,32.76952
6112.0,196.353,197.959,192.377,2.3238,42.3183,0.0,0.0,0.0,32.55541
6114.0,196.334,197.936,192.353,2.3173,42.3184,0.0,0.0,0.0,32.83416
6116.0,196.309,197.913,192.332,2.3205,42.3176,0.0,0.0,0.0,32.64589
6118.0,196.287,197.889,192.309,2.3219,42.3164,0.0,0.0,0.0,32.62284
6120.0,196.262,197.866,192.287,2.3205,42.3157,0.0,0.0,0.0,32.52687
6122.0,196.239,197.842,192.262,2.3164,42.3157,0.0,0.0,0.0,32.39059
6124.0,196.22,197.819,192.24,2.3104,42.3148,0.0,0.0,0.0,32.76379
6126.0,196.197,197.795,192.218,2.3163,42.3137,0.0,0.0,0.0,32.78903
6128.0,196.171,197.772,192.197,2.3197,42.3124,0.0,0.0,0.0,32.53373
6130.0,196.151,197.749,192.173,2.3154,42.3101,0.0,0.0,0.0,32.04979
6132.0,196.133,197.725,192.149,2.3087,42.3102,0.0,0.0,0.0,32.2824
6134.0,196.089,197.702,192.124,2.3151,42.3085,0.0,0.0,0.0,32.30335
6136.0,196.066,197.678,192.103,2.32,42.3076,0.0,0.0,0.0,32.33285
6138.0,196.037,197.655,192.079,2.3208,42.3046,0.0,0.0,0.0,32.45445
6140.0,196.018,197.631,192.055,2.3163,42.3044,0.0,0.0,0.0,32.44025
6142.0,195.996,197.607,192.033,2.3094,42.3034,0.0,0.0,0.0,33.06987
6144.0,195.974,197.583,192.01,2.3197,42.3016,0.0,0.0,0.0,32.79799
6146.0,195.956,197.56,191.987,2.32,42.3007,0.0,0.0,0.0,32.76331
6148.0,195.931,197.538,191.966,2.3169,42.2998,0.0,0.0,0.0,32.34571
6150.0,195.916,197.514,191.942,2.3108,42.2979,0.0,0.0,0.0,32.63312
6152.0,195.894,197.491,191.921,2.3121,42.2963,0.0,0.0,0.0,32.35115
6154.0,195.869,197.468,191.899,2.3209,42.2962,0.0,0.0,0.0,32.82035
6156.0,195.852,197.445,191.877,2.3178,42.2951,0.0,0.0,0.0,33.03649
6158.0,195.828,197.423,191.854,2.3107,42.2945,0.0,0.0,0.0,33.0775
6160.0,195.803,197.399,191.831,2.3101,42.2939,0.0,0.0,0.0,32.48493
6162.0,195.783,197.377,191.807,2.3196,42.2924,0.0,0.0,0.0,32.33146
6164.0,195.762,197.353,191.787,2.3191,42.2915,0.0,0.0,0.0,32.70605
6166.0,195.736,197.331,191.763,2.3163,42.2907,0.0,0.0,0.0,32.2339
6168.0,195.714,197.308,191.737,2.3113,42.289,0.0,0.0,0.0,32.65149
6170.0,195.693,197.285,191.715,2.3203,42.2877,0.0,0.0,0.0,32.09661
6172.0,195.671,197.262,191.695,2.3195,42.2866,0.0,0.0,0.0,32.81194
6174.0,195.647,197.239,191.672,2.3168,42.2858,0.0,0.0,0.0,32.23186
6176.0,195.623,197.217,191.648,2.3118,42.2851,0.0,0.0,0.0,32.41205
6178.0,195.59,197.192,191.622,2.3091,42.2843,0.0,0.0,0.0,32.16091
6180.0,195.559,197.169,191.599,2.3209,42.2839,0.0,0.0,0.0,32.6459
6182.0,195.533,197.146,191.576,2.3215,42.2821,0.0,0.0,0.0,32.67277
6184.0,195.51,197.123,191.554,2.3137,42.2821,0.0,0.0,0.0,32.69293
6186.0,195.486,197.1,191.53,2.3092,42.2815,0.0,0.0,0.0,32.65455
6188.0,195.472,197.078,191.508,2.3207,42.2813,0.0,0.0,0.0,32.62418
6190.0,195.451,197.055,191.488,2.3211,42.2799,0.0,0.0,0.0,33.01213
6192.0,195.427,197.031,191.466,2.3194,42.2801,0.0,0.0,0.0,32.00995
6194.0,195.406,197.009,191.445,2.314,42.2792,0.0,0.0,0.0,32.16674
6196.0,195.392,196.986,191.421,2.3082,42.2774,0.0,0.0,0.0,32.16192
6198.0,195.365,196.963,191.4,2.3205,42.2768,0.0,0.0,0.0,32.25589
6200.0,195.341,196.94,191.378,2.3199,42.2757,0.0,0.0,0.0,32.30984
6202.0,195.319,196.917,191.356,2.3153,42.2756,0.0,0.0,0.0,32.1393
6204.0,195.301,196.895,191.335,2.3099,42.2752,0.0,0.0,0.0,32.06378
6206.0,195.274,196.871,191.312,2.3177,42.2734,0.0,0.0,0.0,32.14758
6208.0,195.251,196.849,191.288,2.3211,42.2722,0.0,0.0,0.0,32.46511
6210.0,195.232,196.826,191.268,2.3212,42.2717,0.0,0.0,0.0,32.40501
6212.0,195.208,196.802,191.245,2.3095,42.2704,0.0,0.0,0.0,32.47434
6214.0,195.186,196.779,191.222,2.3148,42.2702,0.0,0.0,0.0,32.33835
6216.0,195.162,196.758,191.201,2.319,42.2692,0.0,0.0,0.0,33.05106
6218.0,195.142,196.734,191.178,2.3185,42.2678,0.0,0.0,0.0,33.30507
6220.0,195.12,196.711,191.158,2.3128,42.2662,0.0,0.0,0.0,33.30594
6222.0,195.096,196.689,191.136,2.3047,42.2654,0.0,0.0,0.0,33.31184
6224.0,195.054,196.663,191.11,2.3147,42.2641,0.0,0.0,0.0,33.31247
6226.0,195.03,196.642,191.09,2.3148,42.2633,0.0,0.0,0.0,33.31307
6228.0,195.007,196.618,191.065,2.3093,42.2612,0.0,0.0,0.0,33.31313
6230.0,194.984,196.595,191.042,2.3017,42.2609,0.0,0.0,0.0,33.31382
6232.0,194.963,196.572,191.021,2.3039,42.2584,0.0,0.0,0.0,33.30819
6234.0,194.941,196.55,191.0,2.3123,42.2575,0.0,0.0,0.0,33.30707
6236.0,194.92,196.528,190.979,2.3131,42.2555,0.0,0.0,0.0,33.30674
6238.0,194.901,196.504,190.958,2.3038,42.2546,0.0,0.0,0.0,33.30594
6240.0,194.885,196.481,190.936,2.3027,42.2531,0.0,0.0,0.0,33.30462
6242.0,194.863,196.459,190.914,2.3126,42.2519,0.0,0.0,0.0,33.30396
6244.0,194.842,196.435,190.892,2.3117,42.2507,0.0,0.0,0.0,33.30336
6246.0,194.818,196.412,190.87,2.3103,42.2495,0.0,0.0,0.0,33.3039
6248.0,194.794,196.39,190.851,2.3041,42.2479,0.0,0.0,0.0,33.30322
6250.0,194.771,196.367,190.827,2.3151,42.2465,0.0,0.0,0.0,33.30331
6252.0,194.751,196.344,190.807,2.3143,42.2455,0.0,0.0,0.0,33.30327
6254.0,194.725,196.321,190.782,2.3131,42.2444,0.0,0.0,0.0,33.30252
6256.0,194.705,196.297,190.76,2.3072,42.2435,0.0,0.0,0.0,33.30255
6258.0,194.685,196.275,190.738,2.3064,42.2423,0.0,0.0,0.0,33.30304
6260.0,194.659,196.252,190.718,2.3179,42.2416,0.0,0.0,0.0,33.30351
6262.0,194.635,196.229,190.696,2.3185,42.2408,0.0,0.0,0.0,33.30347
6264.0,194.617,196.207,190.675,2.3113,42.2394,0.0,0.0,0.0,33.30291
6266.0,194.592,196.183,190.651,2.3066,42.239,0.0,0.0,0.0,33.30293
6268.0,194.554,196.159,190.627,2.3177,42.2375,0.0,0.0,0.0,33.30976
6270.0,194.525,196.136,190.603,2.3176,42.2361,0.0,0.0,0.0,33.30957
6272.0,194.501,196.113,190.579,2.3147,42.2352,0.0,0.0,0.0,33.31032
6274.0,194.48,196.09,190.559,2.3097,42.2344,0.0,0.0,0.0,33.31076
6276.0,194.455,196.068,190.536,2.3165,42.2334,0.0,0.0,0.0,33.31098
6278.0,194.437,196.044,190.516,2.316,42.2331,0.0,0.0,0.0,33.30945
6280.0,194.415,196.022,190.491,2.3155,42.2326,0.0,0.0,0.0,33.30502
6282.0,194.391,195.999,190.472,2.3109,42.2313,0.0,0.0,0.0,33.30896
6284.0,194.374,195.976,190.451,2.3053,42.2304,0.0,0.0,0.0,33.30698
6286.0,194.357,195.952,190.429,2.3147,42.2301,0.0,0.0,0.0,33.30684
6288.0,194.334,195.929,190.404,2.3152,42.2291,0.0,0.0,0.0,33.30627
6290.0,194.31,195.907,190.383,2.3103,42.2286,0.0,0.0,0.0,33.30677
6292.0,194.287,195.885,190.363,2.3046,42.2273,0.0,0.0,0.0,33.30706
6294.0,194.266,195.861,190.342,2.3124,42.2265,0.0,0.0,0.0,33.30746
6296.0,194.242,195.838,190.319,2.3154,42.2259,0.0,0.0,0.0,33.30787
6298.0,194.219,195.816,190.298,2.3149,42.2252,0.0,0.0,0.0,33.30776
6300.0,194.199,195.793,190.274,2.3102,42.2239,0.0,0.0,0.0,33.30811
6302.0,194.176,195.769,190.251,2.3091,42.2229,0.0,0.0,0.0,33.30848
6304.0,194.153,195.746,190.23,2.314,42.2225,0.0,0.0,0.0,33.30833
6306.0,194.132,195.724,190.208,2.3131,42.2211,0.0,0.0,0.0,33.30827
6308.0,194.109,195.701,190.186,2.3086,42.2202,0.0,0.0,0.0,33.30822
6310.0,194.088,195.679,190.162,2.3017,42.2192,0.0,0.0,0.0,33.30781
6312.0,194.068,195.655,190.144,2.3039,42.2185,0.0,0.0,0.0,33.31403
6314.0,194.02,195.631,190.12,2.311,42.2169,0.0,0.0,0.0,33.31479
6316.0,193.998,195.607,190.098,2.3066,42.2158,0.0,0.0,0.0,33.31492
6318.0,193.973,195.585,190.075,2.3005,42.2145,0.0,0.0,0.0,33.31487
6320.0,193.952,195.563,190.052,2.3011,42.2139,0.0,0.0,0.0,33.31491
6322.0,193.93,195.54,190.031,2.3095,42.2123,0.0,0.0,0.0,33.31454
6324.0,193.91,195.516,190.009,2.3088,42.211,0.0,0.0,0.0,33.24613
6326.0,193.888,195.495,189.989,2.3056,42.2101,0.0,0.0,0.0,33.31394
6328.0,193.867,195.471,189.965,2.2988,42.2079,0.0,0.0,0.0,33.31361
6330.0,193.85,195.45,189.945,2.31,42.207,0.0,0.0,0.0,33.31299
6332.0,193.828,195.426,189.926,2.31,42.2059,0.0,0.0,0.0,33.31303
6334.0,193.806,195.403,189.899,2.3078,42.2046,0.0,0.0,0.0,33.31343
6336.0,193.784,195.38,189.879,2.3026,42.2037,0.0,0.0,0.0,33.31342
6338.0,193.765,195.357,189.856,2.3004,42.2025,0.0,0.0,0.0,33.31416
6340.0,193.738,195.335,189.834,2.3131,42.2011,0.0,0.0,0.0,33.31265
6342.0,193.716,195.311,189.813,2.3105,42.2003,0.0,0.0,0.0,33.31412
6344.0,193.695,195.288,189.792,2.3052,42.2002,0.0,0.0,0.0,33.26119
6346.0,193.674,195.266,189.771,2.3029,42.1962,0.0,0.0,0.0,33.31536
6348.0,193.649,195.243,189.748,2.315,42.1971,0.0,0.0,0.0,33.31521
6350.0,193.628,195.219,189.726,2.3161,42.1958,0.0,0.0,0.0,33.31535
6352.0,193.603,195.198,189.703,2.3129,42.1957,0.0,0.0,0.0,33.31587
6354.0,193.583,195.173,189.679,2.304,42.1945,0.0,0.0,0.0,33.31523
6356.0,193.562,195.151,189.659,2.3142,42.1935,0.0,0.0,0.0,33.31586
6358.0,193.521,195.127,189.635,2.3144,42.1933,0.0,0.0,0.0,33.32094
6360.0,193.495,195.104,189.611,2.3122,42.1921,0.0,0.0,0.0,33.32083
6362.0,193.471,195.081,189.588,2.3077,42.1913,0.0,0.0,0.0,33.32105
6364.0,193.448,195.057,189.567,2.3019,42.1901,0.0,0.0,0.0,33.32123
6366.0,193.427,195.035,189.546,2.3116,42.1885,0.0,0.0,0.0,33.32147
6368.0,193.402,195.012,189.522,2.3136,42.188,0.0,0.0,0.0,33.32027
6370.0,193.385,194.99,189.501,2.3096,42.187,0.0,0.0,0.0,33.32013
6372.0,193.361,194.966,189.48,2.3045,42.1858,0.0,0.0,0.0,33.31965
6374.0,193.346,194.944,189.457,2.3139,42.1839,0.0,0.0,0.0,33.31773
6376.0,193.326,194.921,189.435,2.3165,42.184,0.0,0.0,0.0,33.31757
6378.0,193.304,194.898,189.417,2.3179,42.1833,0.0,0.0,0.0,33.31711
6380.0,193.281,194.876,189.391,2.3126,42.1827,0.0,0.0,0.0,33.31739
6382.0,193.258,194.851,189.369,2.3131,42.1821,0.0,0.0,0.0,32.50894
6384.0,193.234,194.83,189.348,2.3173,42.1818,0.0,0.0,0.0,32.49532
6386.0,193.209,194.807,189.325,2.3167,42.1806,0.0,0.0,0.0,32.94898
6388.0,193.192,194.783,189.302,2.3116,42.1798,0.0,0.0,0.0,32.71669
6390.0,193.166,194.761,189.281,2.3052,42.1789,0.0,0.0,0.0,32.7879
6392.0,193.146,194.738,189.26,2.308,42.1788,0.0,0.0,0.0,33.26936
6394.0,193.121,194.715,189.236,2.3147,42.1782,0.0,0.0,0.0,33.24609
6396.0,193.101,194.691,189.215,2.3091,42.1779,0.0,0.0,0.0,33.26026
6398.0,193.075,194.669,189.19,2.3032,42.1774,0.0,0.0,0.0,33.26317
6400.0,193.058,194.646,189.172,2.3036,42.1758,0.0,0.0,0.0,33.26343
6402.0,193.034,194.623,189.147,2.3116,42.1756,0.0,0.0,0.0,33.25376
6404.0,192.994,194.599,189.124,2.3116,42.1749,0.0,0.0,0.0,33.2664
6406.0,192.964,194.576,189.101,2.3033,42.1743,0.0,0.0,0.0,33.26612
6408.0,192.943,194.553,189.077,2.3028,42.1744,0.0,0.0,0.0,33.26469
6410.0,192.919,194.529,189.055,2.3129,42.1733,0.0,0.0,0.0,33.26445
6412.0,192.898,194.506,189.031,2.313,42.1727,0.0,0.0,0.0,33.26106
6414.0,192.879,194.484,189.011,2.3118,42.1728,0.0,0.0,0.0,33.2601
6416.0,192.858,194.462,188.988,2.3054,42.1726,0.0,0.0,0.0,33.25988
6418.0,192.834,194.44,188.967,2.3163,42.1716,0.0,0.0,0.0,33.25788
6420.0,192.822,194.415,188.945,2.316,42.1719,0.0,0.0,0.0,33.2552
6422.0,192.797,194.393,188.924,2.3152,42.172,0.0,0.0,0.0,33.25281
6424.0,192.777,194.371,188.899,2.3082,42.1722,0.0,0.0,0.0,33.25408
6426.0,192.753,194.348,188.878,2.3042,42.1731,0.0,0.0,0.0,33.25351
6428.0,192.732,194.325,188.857,2.3175,42.1728,0.0,0.0,0.0,33.25256
6430.0,192.707,194.301,188.831,2.3124,42.1714,0.0,0.0,0.0,33.25084
6432.0,192.687,194.279,188.81,2.3066,42.1707,0.0,0.0,0.0,33.24661
6434.0,192.666,194.257,188.789,2.3022,42.1698,0.0,0.0,0.0,32.80775
6436.0,192.64,194.233,188.766,2.3153,42.1688,0.0,0.0,0.0,32.94367
6438.0,192.618,194.21,188.745,2.3141,42.1675,0.0,0.0,0.0,33.24693
6440.0,192.595,194.187,188.721,2.3116,42.1671,0.0,0.0,0.0,33.24593
6442.0,192.575,194.165,188.699,2.3069,42.1665,0.0,0.0,0.0,33.24304
6444.0,192.551,194.142,188.677,2.3127,42.1663,0.0,0.0,0.0,33.24397
6446.0,192.533,194.12,188.655,2.3125,42.1651,0.0,0.0,0.0,33.2428
6448.0,192.49,194.096,188.633,2.312,42.1643,0.0,0.0,0.0,33.24861
6450.0,192.464,194.072,188.608,2.3074,42.1634,0.0,0.0,0.0,33.24789
6452.0,192.439,194.049,188.587,2.3024,42.1626,0.0,0.0,0.0,33.24772
6454.0,192.417,194.025,188.565,2.3117,42.1624,0.0,0.0,0.0,33.24714
6456.0,192.393,194.003,188.543,2.3145,42.1616,0.0,0.0,0.0,33.24676
6458.0,192.369,193.978,188.517,2.3085,42.1608,0.0,0.0,0.0,33.24612
6460.0,192.345,193.958,188.497,2.3033,42.1602,0.0,0.0,0.0,33.24547
6462.0,192.32,193.933,188.473,2.3116,42.1599,0.0,0.0,0.0,33.24426
6464.0,192.312,193.912,188.453,2.3157,42.1587,0.0,0.0,0.0,33.2394
6466.0,192.294,193.889,188.433,2.3153,42.1579,0.0,0.0,0.0,33.23806
6468.0,192.27,193.866,188.412,2.3105,42.157,0.0,0.0,0.0,33.23722
6470.0,192.251,193.843,188.387,2.3084,42.1561,0.0,0.0,0.0,33.23585
6472.0,192.225,193.82,188.366,2.3137,42.1556,0.0,0.0,0.0,33.23623
6474.0,192.207,193.797,188.344,2.313,42.1556,0.0,0.0,0.0,33.23561
6476.0,192.182,193.774,188.321,2.3095,42.1549,0.0,0.0,0.0,33.23514
6478.0,192.16,193.752,188.301,2.3033,42.1538,0.0,0.0,0.0,33.23386
6480.0,192.136,193.728,188.276,2.3064,42.1531,0.0,0.0,0.0,33.23375
6482.0,192.113,193.705,188.255,2.3133,42.1522,0.0,0.0,0.0,31.78801
6484.0,192.088,193.683,188.234,2.3103,42.1513,0.0,0.0,0.0,31.78787
6486.0,192.066,193.66,188.212,2.304,42.1512,0.0,0.0,0.0,31.78546
6488.0,192.045,193.637,188.19,2.3052,42.1506,0.0,0.0,0.0,31.78893
6490.0,192.025,193.614,188.169,2.314,42.1498,0.0,0.0,0.0,31.78488
6492.0,192.002,193.592,188.145,2.3138,42.1491,0.0,0.0,0.0,31.7903
6494.0,191.96,193.567,188.119,2.3115,42.1486,0.0,0.0,0.0,31.81328
6496.0,191.935,193.544,188.094,2.304,42.148,0.0,0.0,0.0,31.81091
6498.0,191.911,193.522,188.073,2.3149,42.1471,0.0,0.0,0.0,31.80791
6500.0,191.889,193.498,188.05,2.3143,42.147,0.0,0.0,0.0,31.8176
6502.0,191.868,193.475,188.028,2.3103,42.1468,0.0,0.0,0.0,31.81019
6504.0,191.849,193.452,188.006,2.3034,42.1449,0.0,0.0,0.0,31.79613
6506.0,191.829,193.429,187.986,2.3002,42.1464,0.0,0.0,0.0,31.79653
6508.0,191.806,193.406,187.96,2.3112,42.1452,0.0,0.0,0.0,31.79435
6510.0,191.793,193.384,187.941,2.3088,42.145,0.0,0.0,0.0,31.79855
6512.0,191.769,193.361,187.919,2.3033,42.144,0.0,0.0,0.0,31.80159
6514.0,191.747,193.339,187.898,2.2991,42.1429,0.0,0.0,0.0,31.80248
6516.0,191.727,193.316,187.876,2.3104,42.142,0.0,0.0,0.0,31.80411
6518.0,191.704,193.293,187.849,2.3117,42.1414,0.0,0.0,0.0,31.81352
6520.0,191.683,193.27,187.829,2.3099,42.1402,0.0,0.0,0.0,31.94173
6522.0,191.663,193.246,187.808,2.3006,42.1391,0.0,0.0,0.0,31.9372
6524.0,191.64,193.224,187.787,2.3126,42.1386,0.0,0.0,0.0,31.93554
6526.0,191.618,193.202,187.764,2.3116,42.1379,0.0,0.0,0.0,31.93251
6528.0,191.594,193.179,187.742,2.3105,42.1373,0.0,0.0,0.0,31.92701
6530.0,191.574,193.155,187.719,2.3051,42.1354,0.0,0.0,0.0,31.92376
6532.0,191.55,193.131,187.698,2.3019,42.134,0.0,0.0,0.0,31.91745
6534.0,191.527,193.11,187.676,2.3119,42.1343,0.0,0.0,0.0,31.91604
6536.0,191.508,193.087,187.653,2.3129,42.1328,0.0,0.0,0.0,31.86991
6538.0,191.467,193.063,187.629,2.3084,42.1319,0.0,0.0,0.0,31.8811
6540.0,191.441,193.04,187.605,2.3042,42.1313,0.0,0.0,0.0,31.88141
6542.0,191.42,193.016,187.585,2.3121,42.1304,0.0,0.0,0.0,31.87921
6544.0,191.396,192.993,187.561,2.3155,42.1304,0.0,0.0,0.0,31.88148
6546.0,191.373,192.972,187.539,2.3147,42.1297,0.0,0.0,0.0,31.88341
6548.0,191.354,192.948,187.515,2.3102,42.1289,0.0,0.0,0.0,31.88194
6550.0,191.334,192.926,187.495,2.3119,42.1287,0.0,0.0,0.0,31.88161
6552.0,191.313,192.904,187.474,2.3147,42.1268,0.0,0.0,0.0,31.88127
6554.0,191.295,192.882,187.45,2.3157,42.1265,0.0,0.0,0.0,31.87894
6556.0,191.277,192.86,187.428,2.3112,42.1264,0.0,0.0,0.0,31.87847
6558.0,191.255,192.838,187.408,2.3045,42.1262,0.0,0.0,0.0,31.87818
6560.0,191.232,192.815,187.386,2.3088,42.1262,0.0,0.0,0.0,31.87944
6562.0,191.208,192.792,187.362,2.3149,42.1256,0.0,0.0,0.0,31.88155
6564.0,191.188,192.77,187.338,2.3085,42.1259,0.0,0.0,0.0,31.87754
6566.0,191.165,192.749,187.316,2.3011,42.1247,0.0,0.0,0.0,31.87625
6568.0,191.143,192.726,187.293,2.3038,42.1232,0.0,0.0,0.0,31.87447
6570.0,191.123,192.704,187.273,2.3113,42.1229,0.0,0.0,0.0,31.87151
6572.0,191.099,192.682,187.249,2.3102,42.1225,0.0,0.0,0.0,31.87028
6574.0,191.078,192.659,187.228,2.3059,42.1217,0.0,0.0,0.0,31.86863
6576.0,191.054,192.637,187.207,2.3002,42.1203,0.0,0.0,0.0,31.86869
6578.0,191.033,192.614,187.185,2.3094,42.1199,0.0,0.0,0.0,31.86906
6580.0,191.011,192.592,187.162,2.3088,42.1187,0.0,0.0,0.0,31.86709
6582.0,190.987,192.57,187.138,2.305,42.1183,0.0,0.0,0.0,31.87146
6584.0,190.945,192.545,187.115,2.299,42.1181,0.0,0.0,0.0,31.87205
6586.0,190.923,192.523,187.089,2.2972,42.1166,0.0,0.0,0.0,31.87337
6588.0,190.9,192.5,187.067,2.3081,42.1151,0.0,0.0,0.0,31.87049
6590.0,190.875,192.477,187.045,2.3057,42.1147,0.0,0.0,0.0,31.8717
6592.0,190.856,192.455,187.026,2.3004,42.1138,0.0,0.0,0.0,31.87035
6594.0,190.838,192.433,187.001,2.2985,42.1133,0.0,0.0,0.0,31.86797
6596.0,190.817,192.411,186.981,2.3105,42.1118,0.0,0.0,0.0,31.87047
6598.0,190.798,192.389,186.962,2.3124,42.1109,0.0,0.0,0.0,31.87051
6600.0,190.78,192.367,186.938,2.3034,42.11,0.0,0.0,0.0,31.86863
6602.0,190.757,192.344,186.917,2.301,42.1099,0.0,0.0,0.0,31.86499
6604.0,190.736,192.322,186.896,2.3123,42.1086,0.0,0.0,0.0,31.86419
6606.0,190.715,192.3,186.875,2.3123,42.1079,0.0,0.0,0.0,31.86498
6608.0,190.694,192.277,186.852,2.3106,42.1065,0.0,0.0,0.0,31.86173
6610.0,190.667,192.254,186.83,2.3046,42.1064,0.0,0.0,0.0,31.86082
6612.0,190.648,192.233,186.81,2.2988,42.1055,0.0,0.0,0.0,31.86264
6614.0,190.629,192.21,186.788,2.3095,42.1046,0.0,0.0,0.0,31.8604
6616.0,190.603,192.187,186.765,2.3067,42.1029,0.0,0.0,0.0,31.86005
6618.0,190.581,192.166,186.745,2.3012,42.1017,0.0,0.0,0.0,31.85641
6620.0,190.565,192.143,186.724,2.2962,42.1009,0.0,0.0,0.0,31.86008
6622.0,190.535,192.122,186.703,2.305,42.1002,0.0,0.0,0.0,31.86235
6624.0,190.515,192.099,186.679,2.3066,42.0981,0.0,0.0,0.0,31.86375
6626.0,190.496,192.077,186.659,2.3016,42.0971,0.0,0.0,0.0,31.867
6628.0,190.455,192.053,186.636,2.2964,42.0966,0.0,0.0,0.0,31.87654
6630.0,190.429,192.031,186.613,2.303,42.0953,0.0,0.0,0.0,31.87613
6632.0,190.41,192.008,186.592,2.3059,42.0936,0.0,0.0,0.0,31.87664
