Date,2024-11-16 17:05:19
Measurement Type,RT
sensorName,['NONE', 'A', 'B', 'C', 'D', 'D1', 'D2', 'D3', 'D4'],sensorCount,9,heaterCount,4,tInt,2,tPoints,100,aver,1,RESaver,1,RESNPLC,5,RESrange,auto,chanVar,1,resType,PY_VAR8,RTD,True,
Time,A,B,C,D,D1,D2,D3,D4,Resistance
0,300.017,297.119,276.053,2.7653,47.5581,0.0,0.0,0.0,32.02137
2.0,300.014,297.126,276.063,2.763,47.5774,0.0,0.0,0.0,31.69314
4.0,300.015,297.135,276.075,2.7509,47.5951,0.0,0.0,0.0,31.6935
6.0,299.922,297.141,276.088,2.7665,47.6129,0.0,0.0,0.0,31.69506
8.0,299.402,297.134,276.098,2.7665,47.6317,0.0,0.0,0.0,31.7152
10.0,298.956,297.128,276.109,2.7643,47.6495,0.0,0.0,0.0,31.72485
12.0,298.601,297.117,276.121,2.7578,47.6669,0.0,0.0,0.0,31.72305
14.0,298.29,297.1,276.133,2.7525,47.6839,0.0,0.0,0.0,31.72386
16.0,298.007,297.078,276.142,2.7672,47.6999,0.0,0.0,0.0,31.72707
18.0,297.759,297.054,276.155,2.7655,47.7162,0.0,0.0,0.0,31.72868
20.0,297.53,297.031,276.165,2.7594,47.7318,0.0,0.0,0.0,31.72902
22.0,297.317,297.002,276.174,2.7538,47.7473,0.0,0.0,0.0,31.7309
24.0,297.112,296.973,276.186,2.7682,47.7629,0.0,0.0,0.0,31.73136
26.0,296.924,296.94,276.193,2.7681,47.7783,0.0,0.0,0.0,31.73373
28.0,296.744,296.907,276.201,2.7656,47.793,0.0,0.0,0.0,31.73726
30.0,296.567,296.871,276.209,2.7529,47.8072,0.0,0.0,0.0,31.74229
Date,2024-11-16 17:12:08
Measurement Type,RT
sensorName,['NONE', 'A', 'B', 'C', 'D', 'D1', 'D2', 'D3', 'D4'],sensorCount,9,heaterCount,4,tInt,2,tPoints,100,aver,1,RESaver,1,RESNPLC,5,RESrange,auto,chanVar,1,resType,PY_VAR8,RTD,True,
Time,A,B,C,D,D1,D2,D3,D4,Resistance
0,288.523,291.843,275.314,2.7588,48.4589,0.0,0.0,0.0,32.41918
2.0,288.44,291.76,275.291,2.7589,48.4634,0.0,0.0,0.0,32.36275
4.0,288.364,291.691,275.269,2.7579,48.4666,0.0,0.0,0.0,32.42858
6.0,288.289,291.626,275.249,2.7531,48.4705,0.0,0.0,0.0,32.40832
8.0,288.219,291.554,275.228,2.7461,48.4736,0.0,0.0,0.0,32.42728
10.0,288.145,291.488,275.208,2.7599,48.4768,0.0,0.0,0.0,32.42516
12.0,288.071,291.419,275.186,2.7585,48.4804,0.0,0.0,0.0,32.42805
14.0,288.002,291.35,275.164,2.7517,48.4835,0.0,0.0,0.0,32.42133
16.0,287.927,291.281,275.144,2.7407,48.487,0.0,0.0,0.0,32.4138
18.0,287.858,291.213,275.122,2.7474,48.4903,0.0,0.0,0.0,32.41073
20.0,287.789,291.148,275.099,2.7514,48.4931,0.0,0.0,0.0,32.42093
22.0,287.713,291.077,275.078,2.746,48.4957,0.0,0.0,0.0,32.41706
24.0,287.645,291.01,275.057,2.7387,48.4993,0.0,0.0,0.0,32.41666
26.0,287.57,290.941,275.034,2.7414,48.5018,0.0,0.0,0.0,32.42334
28.0,287.492,290.868,275.011,2.748,48.5051,0.0,0.0,0.0,32.42546
30.0,287.424,290.799,274.988,2.746,48.5075,0.0,0.0,0.0,32.65532
32.0,287.354,290.73,274.967,2.7431,48.5098,0.0,0.0,0.0,32.65516
34.0,287.285,290.666,274.945,2.7343,48.5117,0.0,0.0,0.0,32.65407
36.0,287.218,290.598,274.922,2.7462,48.5132,0.0,0.0,0.0,32.65132
38.0,287.155,290.534,274.902,2.7454,48.5156,0.0,0.0,0.0,32.65175
40.0,287.086,290.466,274.881,2.7412,48.518,0.0,0.0,0.0,32.65184
42.0,287.019,290.399,274.858,2.7345,48.5195,0.0,0.0,0.0,32.64952
44.0,286.957,290.333,274.837,2.7353,48.521,0.0,0.0,0.0,32.64769
46.0,286.887,290.268,274.815,2.7481,48.5227,0.0,0.0,0.0,32.64746
48.0,286.82,290.198,274.79,2.7437,48.5241,0.0,0.0,0.0,32.64608
50.0,286.752,290.134,274.765,2.7365,48.5252,0.0,0.0,0.0,32.64506
52.0,286.687,290.064,274.741,2.7343,48.5269,0.0,0.0,0.0,32.64436
54.0,286.617,289.997,274.715,2.7518,48.5287,0.0,0.0,0.0,32.64391
56.0,286.554,289.934,274.693,2.7507,48.5296,0.0,0.0,0.0,32.64321
58.0,286.487,289.867,274.668,2.7471,48.5319,0.0,0.0,0.0,32.64318
60.0,286.419,289.802,274.644,2.7365,48.5331,0.0,0.0,0.0,32.64241
62.0,286.356,289.736,274.622,2.7512,48.5342,0.0,0.0,0.0,32.64138
64.0,286.288,289.672,274.598,2.75,48.5368,0.0,0.0,0.0,32.64158
66.0,286.224,289.607,274.574,2.7466,48.5376,0.0,0.0,0.0,32.64047
68.0,286.157,289.543,274.551,2.7407,48.5397,0.0,0.0,0.0,32.6382
70.0,286.093,289.477,274.527,2.735,48.5409,0.0,0.0,0.0,32.63893
72.0,286.027,289.413,274.504,2.7478,48.5421,0.0,0.0,0.0,32.64358
74.0,285.951,289.343,274.477,2.7447,48.5427,0.0,0.0,0.0,32.64421
76.0,285.886,289.276,274.454,2.7397,48.5442,0.0,0.0,0.0,32.64333
78.0,285.826,289.21,274.429,2.734,48.5448,0.0,0.0,0.0,32.6438
80.0,285.762,289.148,274.405,2.7466,48.5462,0.0,0.0,0.0,32.64306
82.0,285.702,289.084,274.38,2.7472,48.5477,0.0,0.0,0.0,32.64283
84.0,285.637,289.021,274.354,2.7457,48.5478,0.0,0.0,0.0,32.6421
86.0,285.564,288.953,274.33,2.7325,48.5483,0.0,0.0,0.0,32.64177
88.0,285.502,288.89,274.305,2.7444,48.5487,0.0,0.0,0.0,32.64085
90.0,285.445,288.829,274.281,2.7477,48.5487,0.0,0.0,0.0,32.63812
92.0,285.385,288.765,274.255,2.746,48.5496,0.0,0.0,0.0,32.63933
94.0,285.323,288.701,274.23,2.7415,48.5507,0.0,0.0,0.0,32.63904
96.0,285.263,288.636,274.205,2.7334,48.5516,0.0,0.0,0.0,32.63871
98.0,285.204,288.572,274.179,2.7419,48.5519,0.0,0.0,0.0,32.63787
100.0,285.137,288.508,274.154,2.7465,48.5519,0.0,0.0,0.0,32.63573
102.0,285.08,288.445,274.128,2.7412,48.5519,0.0,0.0,0.0,32.63682
104.0,285.02,288.383,274.103,2.7317,48.5522,0.0,0.0,0.0,32.6367
106.0,284.963,288.319,274.077,2.7367,48.5532,0.0,0.0,0.0,32.63589
108.0,284.897,288.256,274.049,2.7445,48.5537,0.0,0.0,0.0,32.63575
110.0,284.838,288.194,274.023,2.7424,48.5541,0.0,0.0,0.0,32.63487
112.0,284.781,288.134,273.999,2.7373,48.5534,0.0,0.0,0.0,32.63254
114.0,284.724,288.067,273.969,2.7336,48.5532,0.0,0.0,0.0,32.6334
116.0,284.661,288.005,273.942,2.7417,48.5534,0.0,0.0,0.0,32.63276
118.0,284.602,287.944,273.918,2.739,48.5544,0.0,0.0,0.0,32.63441
120.0,284.534,287.871,273.889,2.7339,48.554,0.0,0.0,0.0,32.63375
122.0,284.475,287.81,273.864,2.7252,48.5538,0.0,0.0,0.0,32.63343
124.0,284.416,287.748,273.839,2.7248,48.5534,0.0,0.0,0.0,32.63307
126.0,284.358,287.686,273.813,2.7362,48.5534,0.0,0.0,0.0,32.63265
128.0,284.301,287.625,273.789,2.7322,48.5529,0.0,0.0,0.0,32.63153
130.0,284.245,287.563,273.761,2.7259,48.5525,0.0,0.0,0.0,32.63037
132.0,284.185,287.501,273.733,2.7242,48.5519,0.0,0.0,0.0,32.63024
134.0,284.127,287.441,273.707,2.737,48.5516,0.0,0.0,0.0,32.62934
136.0,284.075,287.384,273.679,2.7372,48.5507,0.0,0.0,0.0,32.62782
138.0,284.019,287.321,273.653,2.7276,48.5505,0.0,0.0,0.0,32.62698
140.0,283.959,287.258,273.624,2.7235,48.5501,0.0,0.0,0.0,32.62653
142.0,283.903,287.2,273.597,2.7379,48.5495,0.0,0.0,0.0,32.62726
144.0,283.848,287.138,273.57,2.7386,48.5496,0.0,0.0,0.0,32.62656
146.0,283.79,287.076,273.542,2.7376,48.5486,0.0,0.0,0.0,32.62575
148.0,283.734,287.014,273.514,2.7319,48.548,0.0,0.0,0.0,32.62528
150.0,283.679,286.956,273.487,2.7268,48.548,0.0,0.0,0.0,32.62449
152.0,283.618,286.893,273.458,2.7411,48.5475,0.0,0.0,0.0,32.62402
154.0,283.561,286.833,273.432,2.7374,48.5478,0.0,0.0,0.0,32.62339
156.0,283.508,286.773,273.404,2.733,48.5471,0.0,0.0,0.0,32.6227
158.0,283.455,286.712,273.375,2.7263,48.5471,0.0,0.0,0.0,32.62237
160.0,283.398,286.652,273.348,2.7387,48.5468,0.0,0.0,0.0,32.62144
162.0,283.343,286.593,273.319,2.7396,48.5466,0.0,0.0,0.0,32.62221
164.0,283.287,286.532,273.292,2.7367,48.546,0.0,0.0,0.0,32.61944
166.0,283.225,286.463,273.263,2.7225,48.5454,0.0,0.0,0.0,32.62291
168.0,283.169,286.404,273.235,2.7343,48.5453,0.0,0.0,0.0,32.62255
170.0,283.112,286.344,273.206,2.7381,48.5445,0.0,0.0,0.0,32.62261
172.0,283.054,286.283,273.178,2.7377,48.5436,0.0,0.0,0.0,32.62181
174.0,283.001,286.223,273.147,2.7319,48.5426,0.0,0.0,0.0,32.62101
176.0,282.949,286.168,273.12,2.7243,48.5414,0.0,0.0,0.0,32.6202
178.0,282.898,286.106,273.091,2.7372,48.5406,0.0,0.0,0.0,32.61971
180.0,282.841,286.048,273.063,2.7364,48.5393,0.0,0.0,0.0,32.61876
182.0,282.792,285.992,273.036,2.7304,48.5387,0.0,0.0,0.0,32.6168
184.0,282.738,285.934,273.007,2.7225,48.5375,0.0,0.0,0.0,32.61702
186.0,282.683,285.874,272.978,2.7292,48.5364,0.0,0.0,0.0,32.61665
188.0,282.631,285.816,272.951,2.7367,48.5352,0.0,0.0,0.0,32.61627
190.0,282.576,285.755,272.921,2.736,48.5348,0.0,0.0,0.0,32.61542
192.0,282.523,285.697,272.893,2.7226,48.5334,0.0,0.0,0.0,32.61441
194.0,282.469,285.638,272.864,2.7247,48.5326,0.0,0.0,0.0,32.61427
196.0,282.415,285.579,272.835,2.7324,48.5317,0.0,0.0,0.0,32.60321
198.0,282.36,285.523,272.807,2.7322,48.5309,0.0,0.0,0.0,32.60355
200.0,282.299,285.46,272.777,2.7273,48.5303,0.0,0.0,0.0,32.6029
202.0,282.25,285.404,272.747,2.722,48.5283,0.0,0.0,0.0,32.60329
204.0,282.199,285.346,272.717,2.7219,48.527,0.0,0.0,0.0,32.60247
206.0,282.145,285.29,272.687,2.7328,48.5262,0.0,0.0,0.0,32.60372
208.0,282.092,285.233,272.659,2.728,48.5251,0.0,0.0,0.0,32.60275
210.0,282.041,285.172,272.63,2.7209,48.5237,0.0,0.0,0.0,32.6016
212.0,281.981,285.11,272.6,2.7179,48.5225,0.0,0.0,0.0,32.61015
214.0,281.927,285.05,272.57,2.7315,48.5207,0.0,0.0,0.0,32.60999
216.0,281.876,284.991,272.538,2.7295,48.5201,0.0,0.0,0.0,32.61015
218.0,281.824,284.938,272.513,2.7248,48.5186,0.0,0.0,0.0,32.60944
220.0,281.772,284.88,272.481,2.7147,48.5158,0.0,0.0,0.0,32.60824
222.0,281.722,284.827,272.452,2.7285,48.5141,0.0,0.0,0.0,32.60581
224.0,281.672,284.772,272.424,2.7266,48.5125,0.0,0.0,0.0,32.6057
226.0,281.62,284.711,272.394,2.725,48.5107,0.0,0.0,0.0,32.605
228.0,281.571,284.661,272.364,2.7194,48.509,0.0,0.0,0.0,32.60158
230.0,281.52,284.609,272.335,2.7146,48.5071,0.0,0.0,0.0,32.60218
232.0,281.474,284.554,272.306,2.7276,48.5048,0.0,0.0,0.0,32.6011
234.0,281.418,284.498,272.275,2.7243,48.5032,0.0,0.0,0.0,32.60065
236.0,281.371,284.443,272.245,2.7184,48.5005,0.0,0.0,0.0,32.60045
238.0,281.318,284.386,272.217,2.7139,48.4979,0.0,0.0,0.0,32.60004
240.0,281.267,284.33,272.185,2.7279,48.4961,0.0,0.0,0.0,32.60366
242.0,281.218,284.276,272.155,2.7306,48.4928,0.0,0.0,0.0,32.60487
244.0,281.17,284.221,272.125,2.7276,48.4907,0.0,0.0,0.0,32.6039
246.0,281.118,284.166,272.094,2.7172,48.4883,0.0,0.0,0.0,32.60053
248.0,281.065,284.111,272.063,2.7295,48.4855,0.0,0.0,0.0,32.60165
250.0,281.016,284.057,272.032,2.7319,48.4846,0.0,0.0,0.0,32.59953
252.0,280.961,284.003,272.002,2.73,48.4826,0.0,0.0,0.0,32.59896
254.0,280.912,283.947,271.972,2.7247,48.4802,0.0,0.0,0.0,32.59752
256.0,280.863,283.895,271.94,2.716,48.4792,0.0,0.0,0.0,32.59593
258.0,280.809,283.835,271.91,2.7239,48.4774,0.0,0.0,0.0,32.60252
260.0,280.758,283.778,271.88,2.7284,48.4751,0.0,0.0,0.0,32.60196
262.0,280.708,283.725,271.848,2.7219,48.4738,0.0,0.0,0.0,32.60159
264.0,280.658,283.671,271.817,2.714,48.4715,0.0,0.0,0.0,32.60069
266.0,280.607,283.614,271.785,2.7203,48.4687,0.0,0.0,0.0,32.60264
268.0,280.563,283.565,271.754,2.7249,48.4663,0.0,0.0,0.0,32.60028
270.0,280.513,283.512,271.724,2.7229,48.4648,0.0,0.0,0.0,32.59987
272.0,280.464,283.457,271.691,2.7108,48.463,0.0,0.0,0.0,32.59973
274.0,280.42,283.404,271.662,2.715,48.4598,0.0,0.0,0.0,32.6
276.0,280.371,283.351,271.63,2.724,48.4582,0.0,0.0,0.0,32.5996
278.0,280.324,283.3,271.599,2.7227,48.4558,0.0,0.0,0.0,32.59914
280.0,280.275,283.243,271.569,2.7178,48.454,0.0,0.0,0.0,32.59381
282.0,280.222,283.193,271.539,2.7112,48.4514,0.0,0.0,0.0,32.59359
284.0,280.179,283.14,271.508,2.7114,48.4492,0.0,0.0,0.0,32.59617
286.0,280.134,283.087,271.477,2.7231,48.4481,0.0,0.0,0.0,32.59596
288.0,280.085,283.035,271.447,2.7189,48.4457,0.0,0.0,0.0,32.59691
290.0,280.035,282.982,271.415,2.7123,48.4434,0.0,0.0,0.0,32.59477
292.0,279.991,282.927,271.386,2.7097,48.4414,0.0,0.0,0.0,32.59537
294.0,279.939,282.875,271.355,2.7247,48.4397,0.0,0.0,0.0,32.59218
296.0,279.896,282.824,271.324,2.7228,48.4374,0.0,0.0,0.0,32.58796
298.0,279.844,282.77,271.292,2.7131,48.4349,0.0,0.0,0.0,32.5869
300.0,279.798,282.717,271.261,2.7098,48.4323,0.0,0.0,0.0,32.58557
302.0,279.753,282.668,271.231,2.7243,48.4306,0.0,0.0,0.0,32.58468
304.0,279.702,282.612,271.2,2.7217,48.4279,0.0,0.0,0.0,32.59382
306.0,279.65,282.558,271.167,2.7187,48.4255,0.0,0.0,0.0,32.5915
308.0,279.602,282.505,271.137,2.7119,48.4234,0.0,0.0,0.0,32.59181
310.0,279.557,282.452,271.106,2.7061,48.421,0.0,0.0,0.0,32.5916
312.0,279.511,282.401,271.076,2.7198,48.4188,0.0,0.0,0.0,32.59102
314.0,279.466,282.352,271.045,2.7164,48.4162,0.0,0.0,0.0,32.5891
316.0,279.422,282.301,271.016,2.7095,48.4132,0.0,0.0,0.0,32.58734
318.0,279.373,282.247,270.985,2.7045,48.4108,0.0,0.0,0.0,32.58743
320.0,279.328,282.197,270.952,2.719,48.4078,0.0,0.0,0.0,32.58611
322.0,279.286,282.148,270.924,2.72,48.4051,0.0,0.0,0.0,32.58369
324.0,279.241,282.095,270.892,2.7182,48.4015,0.0,0.0,0.0,32.58768
326.0,279.194,282.046,270.859,2.7049,48.3993,0.0,0.0,0.0,32.58581
328.0,279.152,281.996,270.83,2.7183,48.3961,0.0,0.0,0.0,32.58677
330.0,279.104,281.944,270.797,2.7204,48.393,0.0,0.0,0.0,32.58211
332.0,279.056,281.893,270.766,2.7189,48.3898,0.0,0.0,0.0,32.58012
334.0,279.006,281.841,270.734,2.7146,48.3871,0.0,0.0,0.0,32.58111
336.0,278.962,281.79,270.704,2.7065,48.384,0.0,0.0,0.0,32.58102
338.0,278.912,281.742,270.673,2.717,48.3808,0.0,0.0,0.0,32.58054
340.0,278.868,281.691,270.64,2.7198,48.3783,0.0,0.0,0.0,32.58008
342.0,278.822,281.64,270.61,2.7153,48.3759,0.0,0.0,0.0,32.57897
344.0,278.779,281.589,270.577,2.708,48.373,0.0,0.0,0.0,32.57851
346.0,278.73,281.538,270.546,2.7139,48.3697,0.0,0.0,0.0,32.57858
348.0,278.687,281.489,270.514,2.718,48.366,0.0,0.0,0.0,32.57865
350.0,278.641,281.44,270.483,2.7179,48.3646,0.0,0.0,0.0,32.58409
352.0,278.59,281.381,270.452,2.7121,48.3619,0.0,0.0,0.0,32.58376
354.0,278.546,281.333,270.419,2.7074,48.3588,0.0,0.0,0.0,32.58241
356.0,278.499,281.282,270.388,2.7146,48.3562,0.0,0.0,0.0,32.58208
358.0,278.455,281.231,270.357,2.7119,48.3534,0.0,0.0,0.0,32.58196
360.0,278.409,281.183,270.323,2.711,48.351,0.0,0.0,0.0,32.57994
362.0,278.368,281.135,270.292,2.7031,48.3481,0.0,0.0,0.0,32.57983
364.0,278.326,281.086,270.262,2.7041,48.346,0.0,0.0,0.0,32.57921
366.0,278.278,281.037,270.227,2.7121,48.3426,0.0,0.0,0.0,32.5775
368.0,278.236,280.987,270.196,2.7068,48.3397,0.0,0.0,0.0,32.57533
370.0,278.19,280.939,270.164,2.6992,48.3372,0.0,0.0,0.0,32.57567
372.0,278.15,280.89,270.132,2.6996,48.3347,0.0,0.0,0.0,32.57523
374.0,278.101,280.839,270.1,2.713,48.3314,0.0,0.0,0.0,32.57482
376.0,278.059,280.791,270.069,2.714,48.3287,0.0,0.0,0.0,32.57499
378.0,278.013,280.742,270.038,2.7108,48.3257,0.0,0.0,0.0,32.57494
380.0,277.969,280.693,270.005,2.7022,48.3224,0.0,0.0,0.0,32.57254
382.0,277.926,280.643,269.974,2.7168,48.3209,0.0,0.0,0.0,32.57158
384.0,277.881,280.595,269.941,2.7149,48.3183,0.0,0.0,0.0,32.5715
386.0,277.836,280.545,269.908,2.7137,48.315,0.0,0.0,0.0,32.5718
388.0,277.79,280.496,269.877,2.7075,48.3122,0.0,0.0,0.0,32.57176
390.0,277.746,280.45,269.845,2.7033,48.3098,0.0,0.0,0.0,32.56959
392.0,277.701,280.398,269.812,2.7172,48.3068,0.0,0.0,0.0,32.56825
394.0,277.656,280.351,269.78,2.7126,48.3041,0.0,0.0,0.0,32.5689
396.0,277.609,280.302,269.747,2.7057,48.3026,0.0,0.0,0.0,32.57482
398.0,277.563,280.247,269.715,2.6985,48.2996,0.0,0.0,0.0,32.5747
400.0,277.519,280.199,269.682,2.7103,48.296,0.0,0.0,0.0,32.5747
402.0,277.474,280.149,269.649,2.7118,48.2936,0.0,0.0,0.0,32.57364
404.0,277.433,280.102,269.619,2.7091,48.29,0.0,0.0,0.0,32.57453
406.0,277.391,280.056,269.586,2.7033,48.2876,0.0,0.0,0.0,32.57192
408.0,277.351,280.009,269.553,2.7075,48.2844,0.0,0.0,0.0,32.57072
410.0,277.305,279.96,269.522,2.7087,48.2813,0.0,0.0,0.0,32.57062
412.0,277.262,279.914,269.489,2.7061,48.278,0.0,0.0,0.0,32.56827
414.0,277.223,279.868,269.458,2.7022,48.275,0.0,0.0,0.0,32.56491
416.0,277.177,279.819,269.427,2.6942,48.2711,0.0,0.0,0.0,32.56543
418.0,277.133,279.77,269.395,2.7058,48.2687,0.0,0.0,0.0,32.56606
420.0,277.091,279.724,269.361,2.7092,48.2642,0.0,0.0,0.0,32.56468
422.0,277.047,279.675,269.327,2.7031,48.2609,0.0,0.0,0.0,32.56596
424.0,277.006,279.628,269.296,2.6972,48.2573,0.0,0.0,0.0,32.56655
426.0,276.961,279.581,269.263,2.7034,48.2541,0.0,0.0,0.0,32.56287
428.0,276.917,279.534,269.23,2.7097,48.2505,0.0,0.0,0.0,32.56187
430.0,276.874,279.488,269.198,2.7073,48.2483,0.0,0.0,0.0,32.56153
432.0,276.829,279.442,269.166,2.7016,48.2446,0.0,0.0,0.0,32.56116
434.0,276.79,279.395,269.132,2.6975,48.2409,0.0,0.0,0.0,32.56097
436.0,276.743,279.351,269.101,2.7064,48.2375,0.0,0.0,0.0,32.56057
438.0,276.704,279.304,269.069,2.7033,48.2342,0.0,0.0,0.0,32.56173
440.0,276.662,279.259,269.036,2.7016,48.2315,0.0,0.0,0.0,32.55719
442.0,276.611,279.21,269.005,2.6944,48.2281,0.0,0.0,0.0,32.56625
444.0,276.567,279.161,268.969,2.6957,48.2248,0.0,0.0,0.0,32.56563
446.0,276.524,279.115,268.938,2.7073,48.2215,0.0,0.0,0.0,32.56539
448.0,276.48,279.066,268.905,2.7029,48.2188,0.0,0.0,0.0,32.56524
450.0,276.438,279.021,268.872,2.6964,48.2167,0.0,0.0,0.0,32.56402
452.0,276.395,278.978,268.838,2.6959,48.214,0.0,0.0,0.0,32.5642
454.0,276.353,278.934,268.805,2.7075,48.2111,0.0,0.0,0.0,32.5641
456.0,276.314,278.889,268.773,2.7046,48.2089,0.0,0.0,0.0,32.56325
458.0,276.275,278.843,268.741,2.7002,48.2056,0.0,0.0,0.0,32.56002
460.0,276.231,278.797,268.709,2.69,48.203,0.0,0.0,0.0,32.5614
462.0,276.189,278.753,268.674,2.7031,48.1996,0.0,0.0,0.0,32.55862
464.0,276.144,278.708,268.643,2.7016,48.197,0.0,0.0,0.0,32.55622
466.0,276.102,278.662,268.608,2.6989,48.1936,0.0,0.0,0.0,32.55879
468.0,276.061,278.617,268.576,2.6943,48.1906,0.0,0.0,0.0,32.55639
470.0,276.018,278.574,268.542,2.6888,48.1871,0.0,0.0,0.0,32.55516
472.0,275.976,278.528,268.511,2.7034,48.1837,0.0,0.0,0.0,32.55526
474.0,275.936,278.483,268.477,2.7011,48.1802,0.0,0.0,0.0,32.55345
476.0,275.896,278.439,268.445,2.6942,48.1765,0.0,0.0,0.0,32.55381
478.0,275.853,278.394,268.412,2.6892,48.1732,0.0,0.0,0.0,32.55437
480.0,275.814,278.349,268.38,2.702,48.1696,0.0,0.0,0.0,32.55256
482.0,275.773,278.303,268.347,2.702,48.1666,0.0,0.0,0.0,32.55226
484.0,275.733,278.261,268.315,2.6994,48.1642,0.0,0.0,0.0,32.55187
486.0,275.692,278.217,268.284,2.6966,48.16,0.0,0.0,0.0,32.55098
488.0,275.646,278.168,268.248,2.7012,48.1564,0.0,0.0,0.0,32.5584
490.0,275.602,278.118,268.214,2.7031,48.1522,0.0,0.0,0.0,32.55841
492.0,275.56,278.075,268.181,2.7016,48.1491,0.0,0.0,0.0,32.55751
494.0,275.522,278.03,268.149,2.6953,48.1462,0.0,0.0,0.0,32.55657
496.0,275.481,277.987,268.117,2.6882,48.1423,0.0,0.0,0.0,32.55683
498.0,275.443,277.942,268.084,2.6988,48.1398,0.0,0.0,0.0,32.55447
500.0,275.404,277.9,268.053,2.7011,48.1362,0.0,0.0,0.0,32.55553
502.0,275.363,277.853,268.018,2.6969,48.1327,0.0,0.0,0.0,32.55555
504.0,275.323,277.812,267.984,2.6891,48.1291,0.0,0.0,0.0,32.55496
506.0,275.291,277.77,267.952,2.697,48.1252,0.0,0.0,0.0,32.55473
508.0,275.247,277.726,267.918,2.7021,48.1222,0.0,0.0,0.0,32.55008
510.0,275.199,277.681,267.883,2.7001,48.1185,0.0,0.0,0.0,32.54903
512.0,275.161,277.636,267.851,2.6953,48.1162,0.0,0.0,0.0,32.55046
514.0,275.118,277.592,267.818,2.6856,48.112,0.0,0.0,0.0,32.55171
516.0,275.08,277.549,267.784,2.6898,48.1077,0.0,0.0,0.0,32.54803
518.0,275.038,277.504,267.749,2.6976,48.1062,0.0,0.0,0.0,32.54945
520.0,275.001,277.462,267.716,2.6926,48.1026,0.0,0.0,0.0,32.54611
522.0,274.956,277.42,267.683,2.6859,48.0996,0.0,0.0,0.0,32.54524
524.0,274.917,277.373,267.649,2.6854,48.0963,0.0,0.0,0.0,32.54465
526.0,274.875,277.329,267.616,2.6961,48.0924,0.0,0.0,0.0,32.54911
528.0,274.836,277.287,267.582,2.6948,48.0892,0.0,0.0,0.0,32.54366
530.0,274.797,277.245,267.55,2.6911,48.0856,0.0,0.0,0.0,32.54399
532.0,274.755,277.2,267.515,2.6823,48.0819,0.0,0.0,0.0,32.54265
534.0,274.71,277.155,267.482,2.6952,48.0769,0.0,0.0,0.0,32.54989
536.0,274.667,277.109,267.449,2.6936,48.0756,0.0,0.0,0.0,32.55017
538.0,274.625,277.067,267.415,2.6893,48.0721,0.0,0.0,0.0,32.5501
540.0,274.582,277.022,267.381,2.6822,48.0687,0.0,0.0,0.0,32.5497
542.0,274.541,276.977,267.35,2.6791,48.0654,0.0,0.0,0.0,32.54991
544.0,274.503,276.936,267.315,2.6926,48.0615,0.0,0.0,0.0,32.54712
546.0,274.463,276.891,267.283,2.6912,48.0582,0.0,0.0,0.0,32.54567
548.0,274.424,276.849,267.25,2.6852,48.054,0.0,0.0,0.0,32.54594
550.0,274.385,276.808,267.216,2.6819,48.051,0.0,0.0,0.0,32.54338
552.0,274.347,276.767,267.183,2.6961,48.0477,0.0,0.0,0.0,32.5418
554.0,274.307,276.724,267.15,2.6943,48.0437,0.0,0.0,0.0,32.54198
556.0,274.266,276.681,267.115,2.6917,48.0404,0.0,0.0,0.0,32.54088
558.0,274.226,276.636,267.08,2.6811,48.0375,0.0,0.0,0.0,32.54524
560.0,274.188,276.595,267.049,2.6949,48.0317,0.0,0.0,0.0,32.53987
562.0,274.148,276.553,267.015,2.6947,48.0306,0.0,0.0,0.0,32.53881
564.0,274.104,276.51,266.98,2.6936,48.027,0.0,0.0,0.0,32.53876
566.0,274.071,276.467,266.949,2.6866,48.0237,0.0,0.0,0.0,32.53985
568.0,274.029,276.422,266.915,2.6807,48.0189,0.0,0.0,0.0,32.5384
570.0,273.988,276.379,266.88,2.6957,48.0164,0.0,0.0,0.0,32.53822
572.0,273.95,276.339,266.847,2.6958,48.0134,0.0,0.0,0.0,32.53737
574.0,273.913,276.297,266.813,2.69,48.0104,0.0,0.0,0.0,32.53837
576.0,273.878,276.254,266.781,2.6823,48.0069,0.0,0.0,0.0,32.54185
578.0,273.839,276.213,266.747,2.6911,48.0011,0.0,0.0,0.0,32.54031
580.0,273.795,276.168,266.715,2.6951,48.0,0.0,0.0,0.0,32.54398
582.0,273.753,276.124,266.68,2.6928,47.9967,0.0,0.0,0.0,32.54211
584.0,273.713,276.081,266.646,2.6781,47.9934,0.0,0.0,0.0,32.5423
586.0,273.669,276.037,266.612,2.6859,47.9894,0.0,0.0,0.0,32.5426
588.0,273.634,275.996,266.58,2.6916,47.9862,0.0,0.0,0.0,32.54134
590.0,273.591,275.952,266.547,2.6909,47.9825,0.0,0.0,0.0,32.54183
592.0,273.558,275.91,266.512,2.6854,47.979,0.0,0.0,0.0,32.53815
594.0,273.516,275.869,266.479,2.6769,47.9753,0.0,0.0,0.0,32.54121
596.0,273.476,275.827,266.444,2.6801,47.9724,0.0,0.0,0.0,32.53496
598.0,273.438,275.787,266.412,2.6884,47.9688,0.0,0.0,0.0,32.53573
600.0,273.399,275.744,266.378,2.6831,47.9649,0.0,0.0,0.0,32.53885
602.0,273.36,275.703,266.345,2.6751,47.9618,0.0,0.0,0.0,32.53889
