Date,2024-11-17 09:44:37
Measurement Type,RT
sensorName,['NONE', 'A', 'B', 'C', 'D', 'D1', 'D2', 'D3', 'D4'],sensorCount,9,heaterCount,4,tInt,2,tPoints,100,aver,1,RESaver,1,RESNPLC,5,RESrange,auto,chanVar,1,resType,PY_VAR8,RTD,True,
Time,A,B,C,D,D1,D2,D3,D4,Resistance
0,30.0013,29.9989,28.7344,3.266,57.7408,0.0,0.0,0.08.494027
2.0,30.0002,29.9981,28.7344,3.2644,57.7483,0.0,0.0,0.08.494136
4.0,30.001,29.998,28.7344,3.2597,57.7557,0.0,0.0,0.08.49426
6.0,30.0007,29.9997,28.7349,3.2474,57.7619,0.0,0.0,0.08.493999
8.0,29.5213,29.9866,28.6715,3.2515,57.7679,0.0,0.0,0.08.493804
10.0,29.1518,29.9574,28.4962,3.2642,57.7746,0.0,0.0,0.08.493364
12.0,28.8404,29.9098,28.2837,3.2625,57.7817,0.0,0.0,0.08.492678
14.0,28.5606,29.8442,28.0517,3.2462,57.7875,0.0,0.0,0.08.491906
16.0,28.3004,29.7665,27.8186,3.2464,57.7938,0.0,0.0,0.08.491181
18.0,28.047,29.6738,27.5813,3.2623,57.8001,0.0,0.0,0.08.490283
20.0,27.7877,29.5645,27.3381,3.2638,57.807,0.0,0.0,0.08.491067
22.0,27.5383,29.444,27.1069,3.259,57.8131,0.0,0.0,0.08.490254
24.0,27.2948,29.3113,26.8729,3.2458,57.8194,0.0,0.0,0.08.489528
26.0,27.0494,29.1708,26.6361,3.2442,57.8257,0.0,0.0,0.08.488676
28.0,26.7954,29.0167,26.3901,3.2661,57.8321,0.0,0.0,0.08.487969
30.0,26.544,28.8562,26.1469,3.2641,57.8385,0.0,0.0,0.08.486778
32.0,26.2945,28.684,25.9092,3.2544,57.8453,0.0,0.0,0.08.485734
34.0,26.0416,28.4955,25.6635,3.2493,57.8521,0.0,0.0,0.08.485083
36.0,25.7899,28.3027,25.4193,3.2724,57.8594,0.0,0.0,0.08.483768
38.0,25.5346,28.0962,25.1709,3.271,57.8655,0.0,0.0,0.08.482543
40.0,25.2729,27.8791,24.9173,3.2664,57.8729,0.0,0.0,0.08.481664
42.0,25.0106,27.6536,24.6596,3.2487,57.8794,0.0,0.0,0.08.480844
44.0,24.7506,27.4265,24.4072,3.2741,57.8867,0.0,0.0,0.08.479946
46.0,24.485,27.1866,24.1493,3.2766,57.8935,0.0,0.0,0.08.479054
48.0,24.2084,26.9303,23.8793,3.2753,57.9003,0.0,0.0,0.08.478153
50.0,23.934,26.6696,23.609,3.267,57.9077,0.0,0.0,0.08.477145
52.0,23.6627,26.407,23.3454,3.26,57.9141,0.0,0.0,0.08.476301
54.0,23.3784,26.131,23.0683,3.2838,57.9215,0.0,0.0,0.08.475363
56.0,23.0931,25.8464,22.7905,3.2778,57.9284,0.0,0.0,0.08.474442
58.0,22.8031,25.5539,22.504,3.2666,57.9357,0.0,0.0,0.08.473488
60.0,22.5149,25.2533,22.2242,3.2542,57.9425,0.0,0.0,0.08.472647
62.0,22.2114,24.9426,21.9299,3.272,57.9505,0.0,0.0,0.08.471743
64.0,21.907,24.6245,21.6338,3.2752,57.9569,0.0,0.0,0.08.470818
66.0,21.6035,24.2902,21.3289,3.2732,57.964,0.0,0.0,0.08.469718
68.0,21.2875,23.938,21.0206,3.2548,57.9702,0.0,0.0,0.08.468676
70.0,20.9667,23.589,20.7097,3.2693,57.9769,0.0,0.0,0.08.469433
72.0,20.6443,23.2283,20.3887,3.2766,57.9834,0.0,0.0,0.08.468585
74.0,20.3125,22.851,20.0566,3.2738,57.9898,0.0,0.0,0.08.467662
76.0,19.9766,22.48,19.7293,3.2663,57.996,0.0,0.0,0.08.466779
78.0,19.6353,22.0925,19.3931,3.2534,58.0018,0.0,0.0,0.08.465707
80.0,19.289,21.6892,19.0537,3.2677,58.0076,0.0,0.0,0.08.464724
82.0,18.927,21.2803,18.6958,3.2759,58.0127,0.0,0.0,0.08.463581
84.0,18.5665,20.8596,18.3546,3.2692,58.0186,0.0,0.0,0.08.462851
86.0,18.2025,20.4309,17.9809,3.2551,58.0243,0.0,0.0,0.08.461453
88.0,17.8275,19.9939,17.6094,3.2616,58.0301,0.0,0.0,0.08.460329
90.0,17.4369,19.5349,17.227,3.2734,58.0356,0.0,0.0,0.08.459426
92.0,17.0465,19.0728,16.8397,3.2714,58.04,0.0,0.0,0.08.458382
